"cig";"cig_accordo_quadro";"numero_gara";"oggetto_gara";"importo_complessivo_gara";"n_lotti_componenti";"oggetto_lotto";"importo_lotto";"oggetto_principale_contratto";"stato";"settore";"luogo_istat";"provincia";"data_pubblicazione";"data_scadenza_offerta";"cod_tipo_scelta_contraente";"tipo_scelta_contraente";"cod_modalita_realizzazione";"modalita_realizzazione";"codice_ausa";"cf_amministrazione_appaltante";"denominazione_amministrazione_appaltante";"sezione_regionale";"id_centro_costo";"denominazione_centro_costo";"anno_pubblicazione";"mese_pubblicazione";"cod_cpv";"descrizione_cpv";"flag_prevalente"
"1254961A91";"03181219BE";"1310739";"FORNITURA DEL SERVIZIO DI NOLEGGIO AUTO CON CONDUCENTE NCC PER IL TRASPORTO DI PERSONE E DEL SERVIZIO DI TRASPORTO COSE";"3800000.0";;"ADESIONE LOTTO 1";"55000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-01";"2009-06-19";"1";"PROCEDURA APERTA";"11";"CONTRATTO DAPPALTO DISCENDENTE DA ACCORDO QUADRO/CONVENZIONE SENZA SUCCESSIVO CONFRONTO COMPETITIVO";"0000161277";"00302030374";"ISTITUTO ORTOPEDICO RIZZOLI";"SEZIONE REGIONALE EMILIA ROMAGNA";"14020EC1-8172-4901-9276-53CB2FA2F5AD";"SERVIZIO ATTIVITA ECONOMALI E DI APPROVVIGIONAMENTO";"2007";"2";"";"";
"367583964C";"";"3673189";"PROROGA DEL SERVIZIO DI MANUTENZIONE, SERVIZI E ASSISTENZA IN OUTSOURCING PERSONALIZZATO DEGLI IMPIANTI DELLA SOPPRESSA AUSL LECCE 1. ";"179787.0";"1";"MANUTENZIONE, SERVIZI E ASSISTENZA IMPIANTI TELEFONICI ";"179787.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"075035";"LECCE";"2007-02-01";"2007-02-28";"24";"AFFIDAMENTO DIRETTO";"1";"CONTRATTO DAPPALTO";"0000216013";"04008300750";"AZIENDA SANITARIA LOCALE LECCE";"SEZIONE REGIONALE PUGLIA";"D68731C9-DB1F-4432-9E11-7F36EB143E0D";"AREA GESTIONE PATRIMONIO";"2007";"2";"50334140-8";"SERVIZI DI RIPARAZIONE E MANUTENZIONE DI APPARECCHI TELEFONICI.";"1"
"2667118F62";"";"2717947";"PROCEDURA PER L'AFFIDAMENTO DELLA FORNITURA IN SOMMINISTRAZIONE DI VETRERIA E MATERIALE DI CONSUMO VARIO PER LE UU.OO. OSPEDALIERE.";"74980.25";"67";"INCHIOSTRO DI CHINA PER EVIDENZIARE I MARGINI IN MICROSCPIA (EX LOTTO N.74)";"93.8";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-09";"2007-02-27";"3";"PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE";"7";"ACQUISIZIONE IN ECONOMIA";"0000248418";"01825570854";"AZIENDA SANITARIA PROVINCIALE DI CALTANISSETTA";"SEZIONE REGIONALE SICILIA";"2180AEA3-27B7-445F-B15E-F67F7D5EBD07";"P.O.S.ELIA  U.O. PROVVEDITORATO";"2007";"2";"33141624-0";"MATERIALE DI SOMMINISTRAZIONE.";"1"
"1835923B93";"";"1907612";"FORNITURA DI PRODOTTI FARMACEUTICI";"26729.24";;"FORNITURA DI PRODOTTI FARMACEUTICI";"26729.24";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-20";"2007-04-16";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000182320";"01429410226";"AZIENDA PROVINCIALE PER I SERVIZI SANITARI";"SEZIONE REGIONALE PROVINCIA AUTONOMA DI TRENTO";"3F10555E-9AD4-4387-AF96-C225C3B5679A";"SERVIZIO APPROVVIGIONAMENTI";"2007";"2";"";"";
"079580925C";"";"838782";"ELABORAZIONE VALUTAZIONE AMBIENTALE PGT";"21000.0";;"ELABORAZIONE VALUTAZIONE AMBIENTALE PGT";"21000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-14";"2007-03-15";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"7";"ACQUISIZIONE IN ECONOMIA";"0000159108";"00223640129";"COMUNE DI SOLBIATE OLONA";"SEZIONE REGIONALE LOMBARDIA";"3059";"UFFICIO TECNICO COMUNALE";"2007";"2";"";"";
"2937046F04";"";"2976905";"GARA 10/2007 AGGIUDICAZIONE SPECIALITA' MEDICINALI - CIG PER TRACCIABILITA'";"60910484";"55";"DITTA NORGINE - CIG TRACCIABILITA'";"7800.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-16";"2007-03-26";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000400383";"06485540485";"ESTAR (ENTE DI SUPPORTO TECNICO AMMINISTRATIVO REGIONALE)";"SEZIONE REGIONALE TOSCANA";"D8C32E85-FAFD-406E-9DF0-A54755FC811D";"ABS FARMACI E DIAGNOSTICI";"2007";"2";"";"";
"0956361E0C";"";"1009311";"FORNITURA CASSONETTI E CONTENITORI RACCOLTA DIFFERENZIATA";"93500.0";"1";"FORNITURA CASSONETTI E CONTENITORI PER LA RACCOLTA DIFFERENZIATA";"93500.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"055022";"TERNI";"2007-02-19";"2007-02-27";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"4";"CONTRATTO DI CONCESSIONE DI SERVIZI E/O FORNITURE";"0000265762";"01238480550";"A.S.I.T. S.P.A.";"SEZIONE REGIONALE UMBRIA";"9796FDFB-EA20-4AE4-96CC-80372C61110F";"AMMINISTRAZIONE";"2007";"2";"";"";
"0004855677";"";"7742";"SERVIZI VARI";"1617793.82";"1";"SERVIZI PULIZIA CARABINIERI";"1617793.82";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-23";"2007-04-30";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO DAPPALTO";"0000242311";"80007950837";"MINISTERO DELL INTERNO -PREFETTURA MESSINA";"SEZIONE REGIONALE CENTRALE";"932AA74E-5172-464D-B785-A93C0B94C745";"SERVIZIO AMMINISTRAZIONE SERVIZI GENERALI E ATTIVITA CONTRATTUALE";"2007";"2";"93000000-8";"SERVIZI VARI.";"1"
"004560419C";"";"67314";"FORNITURA DI UN FARMACO EMODERIVATO PER UN PAZIENTE DELL'ASL DELLA PROVINCIA DI MILANO 1";"122430.0";;"FORNITURA FARMACO EMODERIVATO";"122430.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-02";"2007-02-26";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000234924";"12313930153";"AZIENDA SANITARIA LOCALE - PROVINCIA DI MILANO 1";"SEZIONE REGIONALE LOMBARDIA";"E3F3BB47-0709-4AFA-BC36-588E3697EA2C";"U.O.C. GESTIONE RISORSE MATERIALI";"2007";"2";"33000000-0";"APPARECCHIATURE MEDICHE E DI LABORATORIO, STRUMENTI OTTICI E DI PRECISIONE, OROLOGI, PRODOTTI FARMACEUTICI E RELATIVI MATERIALI MEDICI CORRENTI.";"1"
"0017004025";"";"25556";"LAVORI RELATIVI AGLI INTERVENTI DI MANUTENZIONE ORDINARIA E STRAORDINARIA DEGLI IMPIANTI DI PUBBLICA ILLUMINAZIONE DEL COMUNE DI VARAZZE";"123445.0";"1";"LAVORI RELATIVI AGLI INTERVENTI DI MANUTENZIONE ORDINARIA E STRAORDINARIA DEGLI IMPIANTI DI PUBBLICA ILLUMINAZIONE DEL COMUNE DI VARAZZE";"123445.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-09";"2007-03-06";"1";"PROCEDURA APERTA";"1";"CONTRATTO DAPPALTO";"0000162564";"00318100096";"COMUNE DI VARAZZE";"SEZIONE REGIONALE LIGURIA";"8ABAF3FD-8E03-47E1-8EA1-B7E1BABFB80A";"AREA APPALTI E CONTRATTI";"2007";"2";"50000000-5";"SERVIZI DI RIPARAZIONE, MANUTENZIONE E INSTALLAZIONE.";"1"
"0002000273";"";"2413";"LAVORI DI MANUTENZIONE IMMOBILI";"60000.0";"1";"TINTEGGIATURA";"60000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-16";"2007-02-28";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"1";"CONTRATTO D'APPALTO";"0000247882";"80093240010";"SCUOLA DI APPLICAZIONE SALA CONVEGNO UFFICIALI";"SEZIONE REGIONALE CENTRALE";"EA4F653D-8932-48DD-9E37-C4B28DF3356E";"SCUOLA DI APPLICAZIONE E ISTITUTO DI STUDI MILITARI DELL ESERCITO";"2007";"2";"50000000-5";"SERVIZI DI RIPARAZIONE, MANUTENZIONE E INSTALLAZIONE.";"1"
"0001392CB3";"";"972";"DISPOSITIVI MEDICI ANGIOGRAFIA ANGIOPLASTICA E RADIOLOGIA INTERVENTISTICA";"2331360.0";;"STENT CORONARICO RICOPERTO DI MATERIALE ANTITROMBOTICO";"240000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-17";"2007-04-06";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000215082";"03484470103";"AZIENDA OSPEDALIERA VILLA SCASSI OSPEDALE CIVILE SAMPIERDARENA";"SEZIONE REGIONALE LIGURIA";"08EFF92B-C652-4A5F-9203-EC8C0AC97BD4";"U.O. GESTIONE RISORSE";"2007";"2";"33000000-0";"APPARECCHIATURE MEDICHE E DI LABORATORIO, STRUMENTI OTTICI E DI PRECISIONE, OROLOGI, PRODOTTI FARMACEUTICI E RELATIVI MATERIALI MEDICI CORRENTI.";"1"
"2663181E78";"";"2721932";"ADESIONE PROCEDURA DI GARA PUBBLICO INCANTO ESPERITA DALLA.O. SPEDALI CIVILI DI BRESCIA PER LA FORNITURA DI DISPOSITIVI PER INFUSIONE DRENAGGIO E RACCOLTA LIQUIDI";"93286.5";"11";"DISPOSITIVI PER INFUSIONE DRENAGGIO E RACCOLTA LIQUIDI LOTTO DITTA ARIES";"4182.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-05";"2007-03-19";"1";"PROCEDURA APERTA";"1";"CONTRATTO DAPPALTO";"0000174210";"01151550199";"A.O. OSPEDALE MAGGIORE DI CREMA";"SEZIONE REGIONALE LOMBARDIA";"9DC5CBFA-3D3A-44F7-B703-157A46086169";"FARMACIA";"2007";"2";"33190000-8";"PRESIDI MEDICO-SANITARI VARI.";"1"
"0049095279";"";"72401";"APPALTO CONCORSO PER LA REALIZZAZIONE DEL SISTEMA DI MONITORAGGIO DEI SISTEMI DI DEPURAZIONE COMPRENSORIALI RETE DI MONITORAGGIO IN CONTINUO";"5000000.0";;"APPALTO CONCORSO PER LA REALIZZAZIONE DEL SISTEMA DI MONITORAGGIO  DEI SISTEMI DI DEPURAZIONE COMPRENSORIALI RETE DI MONITORAGGIO IN CONTINUO";"5000000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-19";"2007-06-26";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000228686";"07407530638";"AGENZIA REGIONALE PER LA PROTEZIONE AMBIENTALE DELLA CAMPANIA";"SEZIONE REGIONALE CAMPANIA";"1A59CFE8-9F87-4121-AB7E-DB9EDBC00D2B";"ARPAC";"2007";"2";"90000000-7";"SERVIZI DI SMALTIMENTO DI RIFIUTI E ACQUE REFLUE, SERVIZI DI IGIENIZZAZIONE E SERVIZI AMBIENTALI.";"1"
"277379500C";"";"2824611";"GARA 10-2007 INDIZIONE PROCEDURA APERTA SPECIALITA' MEDICINALI - CIG AI FINI DELLA TRACCIABILITA'";"279037984";"95";"DITTA AMGEN DOMPE' - CIG TRACCIABILITA'";"1561596.24";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-16";"2007-03-26";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000400383";"06485540485";"ESTAR (ENTE DI SUPPORTO TECNICO AMMINISTRATIVO REGIONALE)";"SEZIONE REGIONALE TOSCANA";"D8C32E85-FAFD-406E-9DF0-A54755FC811D";"ABS FARMACI E DIAGNOSTICI";"2007";"2";"";"";
"324139321F";"";"3262368";"CONCORSO INTERNAZIONALE DI PROGETTAZIONE DELL'INSEDIAMENTO DI DIPARTIMENTI E SERVIZI DELLA FACOLTA' DI INGEGNERIA DELL'UNIVERSITA' DI BOLOGNA";"360000.0";"1";"CONCORSO INTERNAZIONALE DI PROGETTAZIONE DELL'INSEDIAMENTO DI DIPARTIMENTI E SERVIZI DELLA FACOLTA' DI INGEGNERIA DELL'UNIVERSITA' DI BOLOGNA";"360000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"037006";"BOLOGNA";"2007-02-01";"2009-12-31";"22";"PROCEDURA RISTRETTA DERIVANTE DA AVVISI CON CUI SI INDICE UNA GARA";"10";"CONCORSI DI PROGETTAZIONE/CONCORSI DI IDEE";"0000163539";"00387110372";"FINANZIARIA BOLOGNA METROPOLITANA S.P.A.";"SEZIONE REGIONALE EMILIA ROMAGNA";"157B9A66-0E8F-4854-B1AD-5F39AC840840";"F.B.M.";"2007";"2";"";"";
"1237837766";"00071940AD";"1293228";"SERVIZIO DI TELEFONIA FISSA MEDIANTE ADESIONE A CONVENZIONE INTRCENT-ER CIG N. 00071940AD";"3452500.0";;"SERVIZIO DI TELEFONIA FISSA MEDIANTE ADESIONE A CONVENZIONE INTRCENT-ER CIG N. 00071940AD";"3452500.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-28";"2007-04-18";"1";"PROCEDURA APERTA";"11";"CONTRATTO DAPPALTO DISCENDENTE DA ACCORDO QUADRO/CONVENZIONE SENZA SUCCESSIVO CONFRONTO COMPETITIVO";"0000238113";"80022230371";"PROVINCIA DI BOLOGNA";"SEZIONE REGIONALE EMILIA ROMAGNA";"87E1685B-00BD-4748-A0F4-14295AABCBFA";"SETTORE BILANCIO E PROVVEDITORATO- U.O. GIURIDICO-AMMINISTRATIVO";"2007";"2";"64210000-1";"SERVIZI TELEFONICI E DI TRASMISSIONE DATI.";"1"
"3049361C4A";"";"3076969";"P.I. FORNITURA FILI DI SUTURA STERILI SIA NATURALI CHE SINTECICI EX AS  N. 6 LAMEZIA TERME";"906600.0";"47";"LOTTO 28 - SUTURA IN ACIDO POLIGLIC. INTRECC. E RIVESTITA";"12000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-08";"2007-04-23";"1";"PROCEDURA APERTA";"1";"CONTRATTO DAPPALTO";"0000205803";"02865540799";"AZIENDA SANITARIA PROVINCIALE DI CATANZARO";"SEZIONE REGIONALE CALABRIA";"1F71778D-3EF0-4CBB-AC74-5F3F76A7BA9B";"ACQUISIZIONE BENI E SERVIZI";"2007";"2";"33141121-4";"SUTURE CHIRURGICHE.";"1"
"00056484DF";"";"9111";"LAVORI DI SISTEMAZIONE RIO ROMIOGLIO";"46000.0";"1";"LAVORI DI SISTEMAZIONE RIO ROMIOGLIO";"46000.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-05";"2007-03-07";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"1";"CONTRATTO D'APPALTO";"0000179306";"00351490024";"OCCHIEPPO INFERIORE COMUNE";"SEZIONE REGIONALE PIEMONTE";"E6973A57-A2F8-4A98-BECA-F34EAFA1DC17";"UFFICIO TECNICO COMUNALE";"2007";"2";"45246400-7";"LAVORI DI DIFESA DALLE PIENE.";"1"
"00211540D5";"";"31653";"GESTIONE RESIDENZA SANITARIA ASSISTENZIALE DI VIA PABLO NERUDA - CASTELFIORENTINO";"960000.0";;"GESTIONE RESIDENZA SANITARIA ASSISTENZIALE DI VIA PABLO NERUDA - CASTELFIORENTINO";"960000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-21";"2007-04-06";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000221313";"04616830487";"AZIENDA USL 11 EMPOLI";"SEZIONE REGIONALE TOSCANA";"19BF2434-5732-4417-9559-E845808C4425";"U.O.C. ACQUISTI E LOGISTICA";"2007";"2";"85000000-9";"SERVIZI SANITARI E DI ASSISTENZA SOCIALE.";"1"
"3200789EA0";"";"3221555";"ACQUISTO FARMACI";"100463.65";"1";"ACQUISTO FARMACI";"100463.65";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-27";"2007-02-27";"24";"AFFIDAMENTO DIRETTO";"6";"AFFIDAMENTO A CONTRAENTE GENERALE";"0000241149";"80018230153";"FONDAZIONE IRCCS ISTITUTO NAZIONALE DEI TUMORI";"SEZIONE REGIONALE CENTRALE";"73E3232B-8281-4B40-B599-594EC20254C9";"SC FARMACIA";"2007";"2";"";"";
"1040781FA2";"";"1093195";"ELETTRODI";"754.91";;"ELETTRODI";"754.91";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-22";"2011-02-11";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"7";"ACQUISIZIONE IN ECONOMIA";"0000169632";"00913220240";"UNITA  LOCALE SOCIO SANITARIA N. 5";"SEZIONE REGIONALE VENETO";"F588776A-0C3B-4226-B61A-A814C49E171F";"APPROVVIGIONAMENTI GENERALI ED ECONOMALI";"2007";"2";"31711140-6";"ELETTRODI.";"1"
"0002223A77";"";"3030";"OPERE DI IMPIANTI ELETTRICI DI ILLUMINAZIONE E FORZA MOTRICE ?SISTEMAZIONE VIABILITA' CENTRO PAESE?";"30500.0";"1";"OPERE DI IMPIANTI ELETTRICI DI ILLUMINAZIONE E FORZA MOTRICE ?SISTEMAZIONE VIABILITA' CENTRO PAESE?";"30500.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-20";"2007-03-16";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"1";"CONTRATTO D'APPALTO";"0000244754";"85001370130";"COMUNE DI CASSAGO BRIANZA";"SEZIONE REGIONALE LOMBARDIA";"1204";"UFFICIO TECNICO COMUNALE";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0008558647";"";"13272";"PROCEDURA RISTRETTA PER LA FORNITURA DI VACCINI";"1374000.0";;"VACCINO ANTITETANICO";"18000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-26";"2007-03-25";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000157687";"00115590671";"AZIENDA SANITARIA LOCALE TERAMO";"SEZIONE REGIONALE ABRUZZO";"1399E539-DC5A-476A-BB02-013B1FF9249D";"ACQUISIZIONE BENI E SERVIZI";"2007";"2";"24000000-4";"SOSTANZE CHIMICHE, PRODOTTI CHIMICI E FIBRE SINTETICHE E ARTIFICIALI.";"1"
"14799025C2";"";"1536461";"FORNITURA DI CONSUMABILI PER STRUMENTO OLA 2005";"90000.0";;"FORNITURA DI CONSUMABILI PER STRUMENTO OLA 2005";"90000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-08";"2007-02-15";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"7";"ACQUISIZIONE IN ECONOMIA";"0000179276";"00349040287";"AZIENDA OSPEDALIERA PADOVA";"SEZIONE REGIONALE VENETO";"2CAA4BC2-7EE5-4EB7-8146-6144231FCF5D";"DIPARTIMENTO INTERAZIENDALE ACQUISIZIONE BENI E SERVIZI";"2007";"2";"33124130-5";"PRESIDI DIAGNOSTICI.";"1"
"136271432A";"";"1419147";"POSA IN OPERA APPARECCHI ILLUMINANTI PRESSO IL COMPLESSO MONUMENTALE DELL'ANNUNCIATA";"1000.0";;"POSA IN OPERA APPARECCHI ILLUMINANTI PRESSO IL COMPLESSO MONUMENTALE DELL'ANNUNCIATA";"1000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-05";"2007-02-12";"24";"AFFIDAMENTO DIRETTO";"7";"ACQUISIZIONE IN ECONOMIA";"0000181164";"01310880156";"COMUNE DI ABBIATEGRASSO";"SEZIONE REGIONALE LOMBARDIA";"1059";"SETTORE SVILUPPO DEL TERRITORIO - SERVIZIO LAVORI PUBBLICI";"2007";"2";"45316200-7";"INSTALLAZIONE DI DISPOSITIVI DI SEGNALAZIONE.";"1"
"3721671410";"";"3721743";"SERVIZIO DI AIUTO DOMESTICO AI PORTATOTI DI HANDICAP";"79500.0";"1";"SERVIZIO DI AIUTO DOMESTICO AI PORTATOTI DI HANDICAP";"79500.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-15";"2007-03-06";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"7";"ACQUISIZIONE IN ECONOMIA";"0000240351";"81002050896";"COMUNE DI AUGUSTA";"SEZIONE REGIONALE SICILIA";"F9B25BC3-F44C-452B-8357-8CF452214872";"POLITICHE SOCIALI SCOLASTICHE EDUCATIVE E SPORT";"2007";"2";"85311200-4";"SERVIZI DI ASSISTENZA SOCIALE PER DISABILI.";"1"
"0009846D29";"";"15133";"AMPLIAMENTO CIMITERO CAPOLUOGO- 1^ STRALCIO";"457609.0";;"AMPLIAMENTO CIMITERO CAPOLUOGO- 1^ STRALCIO";"457609.06";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-23";"2007-03-21";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000171374";"00668130362";"COMUNE DI SAN FELICE SUL PANARO";"SEZIONE REGIONALE EMILIA ROMAGNA";"2646";"UFFICIO TECNICO COMUNALE";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"4207628477";"";"4167038";"CONSOLIDAMENTO E RESTAURO CHIESA DI S. MARIA DELLA MISERICORDIA";"1757286.88";"1";"CONSOLIDAMENTO E RESTAURO CHIESA DI S. MARIA DELLA MISERICORDIA";"1757286.88";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-21";"2007-04-02";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000244865";"94005960714";"ARCIDIOCESI FOGGIA BOVINO";"SEZIONE REGIONALE PUGLIA";"80E26AD4-5472-43A6-B6D6-5E5AF6EEC341";"UFFICIO TECNICO DIOCESANO";"2007";"2";"45453100-8";"LAVORI DI RIPARAZIONE.";"1"
"2469897F77";"";"2542957";"FORNITURA QUNQUENNALE DI REAGENTI CON COMODATO DI SISTEMI MACCHINA PER LABORATORIO ANALISI";"12492702";"58";"TERRENI DI COLTURA - LAB 22 -BIOMERIEUX";"49954.5";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-22";"2007-04-04";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO DAPPALTO";"0000219006";"04733491007";"AZIENDA SANITARIA LOCALE ROMA D";"SEZIONE REGIONALE LAZIO";"3EA9F008-C088-4A93-9076-B6FD938DF08F";"U.O.C. ACQUISIZIONE BENI E SERVIZI";"2007";"2";"";"";
"0001722D06";"";"1813";"LAVORI STRADALI E RELATIVE PERTINENZE ANNO 2007";"206000.0";;"LAVORI STRADALI E RELATIVE PERTINENZE ANNO 2007";"206000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-12";"2007-03-12";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000247521";"80101570150";"COMUNE DI PESCHIERA BORROMEO";"SEZIONE REGIONALE LOMBARDIA";"894A3AE4-1948-48B2-BF15-64514878DAA3";"SETTORE GESTIONE URBANA";"2007";"2";"50000000-5";"SERVIZI DI RIPARAZIONE, MANUTENZIONE E INSTALLAZIONE.";"1"
"0830525AE6";"";"875359";"SERVIZIO DI PULIZIA STRUTTURE DI ANDRIA RELATIVO AL PERIODO DA 01/02/2007 AL 31/12/2007";"68764.0";"1";"SERVIZIO DI PULIZIA STRUTTURE DI ANDRIA DA 01/02/2007 AL 31/12/2007";"68764.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-01";"2007-12-31";"4";"PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE";"1";"CONTRATTO DAPPALTO";"0000242915";"90062670725";"AZIENDA SANITARIA LOCALE BT";"SEZIONE REGIONALE PUGLIA";"5EC28017-24F9-4505-B52D-D7BEAA71FAD2";"AREA GESTIONE PATRIMONIO";"2007";"2";"";"";
"0049321CF6";"";"72730";"SPAZZAMENTO STRADALE E MANUTENZIONE CONTENITORI";"103000.0";;"COMUNI VARI";"103000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-15";"2007-03-01";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000166325";"00185030277";"AZIENDA CONSORZIO DEL MIRESE SPA";"SEZIONE REGIONALE VENETO";"3B4670FA-3AB7-483E-BF6B-7B7B9F2B8DCD";"UFFICIO SEGRETERIA";"2007";"2";"90000000-7";"SERVIZI DI SMALTIMENTO DI RIFIUTI E ACQUE REFLUE, SERVIZI DI IGIENIZZAZIONE E SERVIZI AMBIENTALI.";"1"
"0008689263";"";"13471";"COMPLETAMENTO BIBLIOTECA E CENTRO CULTURALE POLIVALENTE 1° LOTTO";"285356.531";"1";"COMPLETAMENTO BIBLIOTECA";"285356.52";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-21";"2007-03-20";"16";"ACCORDO QUADRO";"1";"CONTRATTO DAPPALTO";"0000240235";"81002240695";"COMUNE DI PAGLIETA";"SEZIONE REGIONALE ABRUZZO";"F86BB383-7E81-48FE-ABDF-73B2DC396F92";"SETTORE ASSETTO DEL TERRITORIO E TUTELA DELL AMBIENTE";"2007";"2";"92000000-1";"SERVIZI RICREATIVI, CULTURALI E SPORTIVI.";"1"
"0007019043";"";"11068";"REALIZZAIONE DI EDIFICIO POLIFUNZONALE PER ATTIVITA' SPORTIVE IN SOSTITUZIONE DELL'EX CENTRO SOCIALE IN VIA CARNOVALI - 1° LOTTO.";"398403.0";;"REALIZZAZIONE SPOGLIATOI E LOCALI ACCESSORI.";"398403.69";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-22";"2007-03-15";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000238435";"80025650161";"COMUNE DI URGNANO";"SEZIONE REGIONALE LOMBARDIA";"62FE0875-6699-4300-88F4-CEE755061917";"COMUNE DI URGNANO";"2007";"2";"92000000-1";"SERVIZI RICREATIVI, CULTURALI E SPORTIVI.";"1"
"0005401909";"";"8654";"FORNITURA DI SACCHETTI IN MATER-BI E SACCHI IN POLIETILENE AD ALTA DENSITÀ (HDPE) COESTRUSO PER LA  RACCOLTA DIFFERENZIATA";"199000.0";;"SACCHI IN POLIETILENE AD ALTA DENSITÀ (HDPE) COESTRUSO CAPACITÀ NOMINALE 70 LT DA UTILIZZARE PER LA RACCOLTA DIFFERENZIATA DELLA FRAZIONE SECCA RESIDUA";"64000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-26";"2007-03-26";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000240002";"83002690275";"A.S.V.O. - AMBIENTE SERVIZI VENEZIA ORIENTALE - S.P.A.";"SEZIONE REGIONALE VENETO";"422";"UFFICIO TECNICO";"2007";"2";"25000000-1";"PRODOTTI DI GOMMA, PLASTICA E PELLICOLE.";"1"
